repo,stars,repo_size_mb,issue_number,issue_title,issue_url,pr_number,pr_url,merged_at,additions,deletions,changed_files,base_sha,clone_command,diff_link,related_issues_in_pr
jlowin/fastmcp,20011,18.65,442,Add timeout support to client,https://github.com/jlowin/fastmcp/issues/442,455,https://github.com/jlowin/fastmcp/pull/455,2025-05-15T00:50:24Z,305,20,9,5b05e80d8b558c7af6dd163a00150d4fa2d536fb,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 5b05e80d8b558c7af6dd163a00150d4fa2d536fb && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/455.diff,1
jlowin/fastmcp,20011,18.65,446,Ensure openapi defs for structured objects are loaded properly,https://github.com/jlowin/fastmcp/issues/446,448,https://github.com/jlowin/fastmcp/pull/448,2025-05-14T18:29:10Z,486,126,8,3ab7c71d4475a8cb50fb271f9b09b95c36d39295,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 3ab7c71d4475a8cb50fb271f9b09b95c36d39295 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/448.diff,1
jlowin/fastmcp,20011,18.65,428,Improve error handling for tools and resources,https://github.com/jlowin/fastmcp/issues/428,434,https://github.com/jlowin/fastmcp/pull/434,2025-05-13T22:15:48Z,463,179,20,81c681ba2215b6436a3088621faf99bf7f1ccf00,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 81c681ba2215b6436a3088621faf99bf7f1ccf00 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/434.diff,1
jlowin/fastmcp,20011,18.65,396,Allow users to pass middleware to starlette app constructors,https://github.com/jlowin/fastmcp/issues/396,398,https://github.com/jlowin/fastmcp/pull/398,2025-05-10T13:31:12Z,321,49,5,2d09057243067154694bd4ed4877e0c17582d2b6,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 2d09057243067154694bd4ed4877e0c17582d2b6 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/398.diff,1
jlowin/fastmcp,20011,18.65,365,Ensure FastMCP handles nested SSE and SHTTP apps properly in ASGI frameworks,https://github.com/jlowin/fastmcp/issues/365,390,https://github.com/jlowin/fastmcp/pull/390,2025-05-09T21:45:35Z,387,17,10,a220d8afad0eb11fdfcd41cbd732b83f972c1be0,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout a220d8afad0eb11fdfcd41cbd732b83f972c1be0 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/390.diff,7
jlowin/fastmcp,20011,18.65,289,Add support for tool annotations,https://github.com/jlowin/fastmcp/issues/289,299,https://github.com/jlowin/fastmcp/pull/299,2025-05-02T18:46:45Z,299,7,6,d0869457b1b34b38229aa7203463ad1de201ce59,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout d0869457b1b34b38229aa7203463ad1de201ce59 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/299.diff,1
jlowin/fastmcp,20011,18.65,325,Ensure prompts return descriptions,https://github.com/jlowin/fastmcp/issues/325,325,https://github.com/jlowin/fastmcp/pull/325,2025-05-05T16:37:14Z,206,159,15,2a6fb010388f89a4cca77751ffa0b09db100823c,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 2a6fb010388f89a4cca77751ffa0b09db100823c && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/325.diff,1
jlowin/fastmcp,20011,18.65,313,Handle *args/**kwargs appropriately for various components,https://github.com/jlowin/fastmcp/issues/313,317,https://github.com/jlowin/fastmcp/pull/317,2025-05-04T19:07:19Z,188,21,11,4c216de113e58126d8a8e25b5f4bdc643aeaea70,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 4c216de113e58126d8a8e25b5f4bdc643aeaea70 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/317.diff,1
jlowin/fastmcp,20011,18.65,295,Add low-level methods to client,https://github.com/jlowin/fastmcp/issues/295,301,https://github.com/jlowin/fastmcp/pull/301,2025-05-02T20:41:24Z,383,48,6,11cf3af55948c9cdb5b28313c6f57403fc1b3a0e,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 11cf3af55948c9cdb5b28313c6f57403fc1b3a0e && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/301.diff,1
jlowin/fastmcp,20011,18.65,134,"Support context injection in resources, templates, and prompts (like tools)",https://github.com/jlowin/fastmcp/issues/134,263,https://github.com/jlowin/fastmcp/pull/263,2025-04-26T01:15:53Z,609,285,15,fdaf95ed253c5a72f87924a6b50f8379e2749a23,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout fdaf95ed253c5a72f87924a6b50f8379e2749a23 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/263.diff,1
jlowin/fastmcp,20011,18.65,162,Allow resource templates to have optional / excluded arguments,https://github.com/jlowin/fastmcp/issues/162,164,https://github.com/jlowin/fastmcp/pull/164,2025-04-15T05:22:33Z,303,45,6,059c0889fdf16b7dfa53e84f08034c3ac914e4a6,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout 059c0889fdf16b7dfa53e84f08034c3ac914e4a6 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/164.diff,1
jlowin/fastmcp,20011,18.65,167,Refactor MCP composition,https://github.com/jlowin/fastmcp/issues/167,176,https://github.com/jlowin/fastmcp/pull/176,2025-04-16T13:40:09Z,2132,2021,37,ef4eaad9b1ec327562ea83869012c20160a877a5,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout ef4eaad9b1ec327562ea83869012c20160a877a5 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/176.diff,3
jlowin/fastmcp,20011,18.65,55,Expand support for various method interactions,https://github.com/jlowin/fastmcp/issues/55,143,https://github.com/jlowin/fastmcp/pull/143,2025-04-14T01:46:27Z,1362,151,22,b3be70c492051520d980d2327bc19450236adbdc,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout b3be70c492051520d980d2327bc19450236adbdc && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/143.diff,1
jlowin/fastmcp,20011,18.65,120,Add tags for all core MCP objects,https://github.com/jlowin/fastmcp/issues/120,121,https://github.com/jlowin/fastmcp/pull/121,2025-04-12T15:25:11Z,761,192,22,b6b23d6866249c29dbef7021d305ca62400162c4,git clone https://github.com/jlowin/fastmcp.git && cd fastmcp && git checkout b6b23d6866249c29dbef7021d305ca62400162c4 && rm -rf .git && git init && gaa && revelo_commit 'Raw repository',https://patch-diff.githubusercontent.com/raw/jlowin/fastmcp/pull/121.diff,1
